Assunto,Tipo de pedido,Detalhamento
"solicito o reforço no policiamento e intensificação da Segurança Pública na Avenida Júlio Simões, altura do número 450, Bairro – Brás Cubas.",VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"solicito a autorização para a realização da Quermesse da Paróquia Imaculado Coração de Maria, situada na Rua Thuller, número 564, Bairro – Jardim Universo, bem como o envio de Termo de Responsabilidade – Lei do silencio, a autorização de som, montagem de barracas e a realização de vendas beneficentes.",EVENTO,Autorização de Evento - SMSEG
"solicito o reforço no policiamento e intensificação da Segurança Publica na Rua São Vicente de Paulo, altura do número 350, Bairro – Vila Lavinia.",VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"solicito o fornecimento de energia elétrica para a realização da Quermesse da Paróquia Imaculado Coração de Maria, situada na Rua Thuller, número 564, Bairro – Jardim Universo, a se realizar nos dias 09, 10, 15, 16, 17, 23 e 24 de agosto das 14h às 22h.",EVENTO,Serviços Evento - SMSUZ
"solicvito o fornecimento de energia elétrica para a realização da Quermesse da Paróquia Imaculado Coração de Maria, situada na Rua Thuller, número 564, Bairro – Jardim Universo, a se realizar nos dias 09, 10, 15, 16, 17, 23 e 24 de agosto das 14h às 22h.",EVENTO,Serviços Evento - SMSUZ
"solicito o apoio com limpeza e disponibilização de lixeiras para a realização da Quermesse da Paróquia Imaculado Coração de Maria, situada na Rua Thuller, número 564, Bairro – Jardim Universo, a se realizar nos dias 09, 10, 15, 16, 17, 23 e 24 de agosto das 14h às 22h.",SERVIÇO,Coleta de Lixo/Entulho - SMSUZ
"solicito a realização da fiscalização sobre o cumprimento das regras de trânsito e a campanha de conscientização, tendo como referência a Escola Municipal Professora Teresa Martins Pinha, Bairro – Vila Jundiai.",SERVIÇO,Outros
"solicito o reforço do patrulhamento e intensificação da segurança pública na Rua São Vicente de Paulo, altura do número 350, Bairro – Vila Lavinia.",VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"solicito o apoio com montagem de barracas, emissão do respectivo alvará, realização de vendas beneficentes e autorizações necessárias para a realização da Quermesse da Paróquia Imaculado Coração de Maria, situada na Rua Thuller, número 564, Bairro – Jardim Universo, a se realizar nos dias 09, 10, 15, 16, 17, 23 e 24 de agosto das 14h às 22h.",EVENTO,Serviços Evento - SMSUZ
"aolicito as informações acerca do código de logradouro e nome da Praça situada entre as Ruas Raposa e Zebra, Bairro – Vila Jundiaí.",SERVIÇO,Código de logradouro - SMF
"solicito a instalação de gradil de proteção nas laterais e acessos da passarela Vereador Bento A. de Oliveira, na confluência da Rua Padre João com a Rua João dos Santos Garcia, Bairro – Vila Mogilar.",SERVIÇO,Manutenção Gradil de proteção/Escadaria/Viela - SMSUZ
"solicito que o proprietário do terreno situado na Rua Professora Rita de Cássia Menezes, número 139, fundos da Escola Estadual Professora Sueli Oliveira Silva Martins e da Casa Buriti, Bairro – Morumbi, seja notificado a realizar a limpeza do terreno.",VISTORIA,Manutenção em Terreno particular - SMSEG
solicito a intensificação das rondas da Guarda Civil Municipal no Distrito de Taiaçupeba e em seus arredores.,VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"solicito as interdições viárias das vias em anexo, bem como o apoio de Agentes de Trânsito no local, presença efetiva da Guarda Civil Municipal e a disponibilização de uma ambulância Básica no local, para Evento Religioso na Avenida Voluntário Fernando Pinheiro Franco, número 601 - Centro, dia 23 de agosto de 2025, a partir das 09horas.",EVENTO,Ambulância para evento - SMS
"solciito as interdições viárias das vias em anexo, bem como o apoio de Agentes de Trânsito no local, presença efetiva da Guarda Civil Municipal e a disponibilização de uma ambulância Básica no local, para Evento Religioso na Avenida Voluntário Fernando Pinheiro Franco, número 601 - Centro, dia 23 de agosto de 2025, a partir das 09horas.'",EVENTO,Autorização de Evento - SMSEG
"solicito os serviços de nivelamento e cascalhamento no acesso ao Santuário de Nossa Senhora Desatadora dos Nós, na Rua José Augusto Cardoso, Bairro – Brás Cubas.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"solicito a manutenção em ponto de ônibus situado na Avenida Voluntário Fernando Pinheiro Franco, em frente ao número 650.",IMPLANTAÇÃO,Implantação de Recuo de ponto de Ônibus - SMMT
"solicito o apoio para prestigiar o 3º Festival de Capoeira de Aruandê, promovido pelo Instituto Educacional e Cultural Zimbawe Brasil, a se realizar no dia 23 de agosto de 2025, a partir das 9horas, no Ginásio Poliesportivo Rômulo Arantes, situado na Avenida Casa Grande, número 336, Bairro – Casa Grande, Diadema.",EVENTO,Serviços Evento - SMEL
"solicito a autorização do fechamento parcial da Rua Alfredo Crestana, entre os números 41 ao 590, Bairro – Nova Jundiapeba, para evento religioso, a se realizar no dia 26 de julho de 2025, das 18h às 21h.",EVENTO,Fechamento de rua
"solicito o recolhimento do lixo e a limpeza do terreno situado na Rua Silvandira, altura do número 350, Bairro – Jardim Margarida.",SERVIÇO,Coleta de Lixo/Entulho - SMSUZ
"solicito substituição dos locais para o Evento Agosto Lilás quanto a indisponibilidade do CAED, para o dia 09 de agosto sugere-se o Ginásio Poliesportivo José Carlos Miller da Silveira – o Tuta, e para o dia 30 de agosto sugere-se o Centro Esportivo de Biritiba Ussú.",EVENTO,Serviços Evento - SMEL
"solciito a realização de obras de nivelamento de via ou implantação de galeria de água pluviais nas Ruas das Nações, mais especificamente entre o número 382 e a Rua Tunísia, Bairro – Jardim Santos Dumont, Distrito Brás Cubas.",IMPLANTAÇÃO,Implantação de Guias/sarjetas - SMUZ
"solicito a implantação de bueiros para a captação de águas pluviais no cruzamento da Rua Maria Massae Uno Higashi e Rua João Kopke, Bairro – Vila Mogi Moderno",IMPLANTAÇÃO,Outros
"solicito fechamento da Rua Benedito de Camargo Franco Primo, altura do número 197 até o córrego, Bairro – Cesar de Souza, para a realização da Festa das Crianças, a se realizar no dia 12 de outubro de 2025, das 11h às 18h.",EVENTO,Fechamento de rua
"solicitoo empréstimo de 05 tendas para a realização da Solenidade de Comemoração dos 70 anos da Imigração Taiwanesa no Brasil, na Avenida Franciso Rodrigues Filho, número 7046, Bairro – Botujuru, a se realizar no dia 24 de agosto às 14h.",EVENTO,Serviços Evento - SMSUZ
"solciito a instalação de uma faixa elevada na rotatória dos cruzamentos das Ruas Benedito Carvalho Filho com a Gago Coutinho, Bairro – Jardim Aeroporto III.",IMPLANTAÇÃO,Implantação de Redutor de Velocidade
"solicito a implantação de redutores de velocidade na Avenida Nilo Marcatto, altura do número 630, Bairro – Jardim São Pedro.",IMPLANTAÇÃO,Implantação de Redutor de Velocidade
"solicito a limpeza e a capinação de mato alto ao lado da Escola Municipal Desembargador Armindo Freire Marmora, situada na Rua Aloísio de Azevedo, número 109, Bairro – Jardim das Bandeiras.",SERVIÇO,Limpeza Pública - SMSUZ
"solicito a manutenção e o pleno restabelecimento da iluminação pública na Rua Castro Alves, altura dos números 407 e 467, Bairro – jardim das Bandeiras.",SERVIÇO,Manutenção Iluminação Pública - SMSUZ
"solicito a implantação de um redutor de velocidade na Avenida Nellusco Lourenço Boratto, altura do número 90, Bairro – Cezar de Sousa.",IMPLANTAÇÃO,Implantação de Redutor de Velocidade
"solicito a colocação de cascalho e a compactação do mesmo por toda a extensão da Rua Onofre Kinduris, Bairro – Volta Fria.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"solicito a realização de reparos na calçada situada na Rua Avenida Louraci Della Nina Tavares, praça do Habib´s.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"solicito a limpeza e retirada de entulhos ao final da Avenida Júlio Simões, altura do número 310, Bairro – Jardim Apolo.",SERVIÇO,Limpeza Pública - SMSUZ
"solicito os estudos necessários para viabilizar a Rua Dona Afife Jafet, número 369, esquina com a Rua João Cardoso dos Santos.",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
"solicito a instalação de uma lombada e faixa de pedestres na Rua Presidente Campo Salles, número 201, Bairro – Vila Industrial.",IMPLANTAÇÃO,Implantação de Lombada - SMMT
"solicito a implantação de uma lombada na Rua Sacadura Cabral, próximo ao número 128, Bairro – Jardim Aeroporto III.",IMPLANTAÇÃO,Implantação de Lombada - SMMT
"solicito o serviço de recapeamento asfáltico por toda a extensão da Rua João Custódio, Bairro – Alto Ipiranga.",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"solicito a implantação de mecanismos de segurança contra alta velocidade, na Avenida Guilherme Geroge, esquina com a Avenida Joaquim Pereira de Carvalho, Bairro – Jundiapeba",IMPLANTAÇÃO,Implantação de Sinalização viária - SMMT
"solciito o serviço de recuperação de guia, sarjeta e recuperação asfáltica na Rua Lindenberg, em frente ao número 34, Bairro – Jardim Aeroporto III.",SERVIÇO,Manutenção Guias/Sarjetas - SMSUZ
"solicitoo alteamento da guia e do asfalto do meio feio da Rua Augusto Regueiro, em frente ao número 1597.",SERVIÇO,Manutenção Guias/Sarjetas - SMSUZ
"SOLICITO a implantação de redutores de velocidade, placas de sinalização e pintura de solo na Rua Alameda Santo Ângelo, número 709, Bairro – Jundiapeba.",IMPLANTAÇÃO,Implantação de Redutor de Velocidade
"solicito a implantação de uma placa de sinalização PARE, bem como a devida pintura de solo no cruzamento da Avenida José de Souza Branco, número 302, com a Rua Pedro Paulo dos Santos, número 1701, Bairro – Jundiapeba.",IMPLANTAÇÃO,Implantação de Sinalização viária - SMMT
"solicito o serviço de instalação de poste de iluminação na Rua Laurindo Pereira, número 1060, cruzamento com a Rua Augusto Regueiro, Bairro – Jundiapeba.",SERVIÇO,Manutenção Iluminação Pública - SMSUZ
"soliifto a visita técnica e as devidas providencias na casa da Rua Padre Albino Bareta, número 11, Bairro – Parque das Varinhas, Jundiapeba,conforme anexo a peça inaugural.",ATENDIMENTO,Zoonoses - SMS
"solicito a visita técnica e as devidas providencias na casa da Rua Doutor Francisco Soares Marialva, número 903-A, conforme anexo a peça inaugural.",ATENDIMENTO,Zoonoses - SMS
"solicito a visita técnica e as devidas providencias na casa da Rua Fevereiro, número 40, Casa 01, Bairro – Jardim Planalto, conforme anexo a peça inaugural.",ATENDIMENTO,Horários de Atendimentos UBS - SMS
"solicito a verificação de denúncias de maus tratos à animais, na Rua Valentim Faustino de Souza, número 328, próximo a Valtra, Bairro – Jardim Universo.",ATENDIMENTO,Zoonoses - SMS
"solicito a visita técnica e as devidas providencias na casa da Rua Milo Wagner Endor Guazzelli, número 195, Bairro – Jardim Rodeio, conforme anexo a peça inaugural.",ATENDIMENTO,Zoonoses - SMS
"solicito a visita técnica e as devidas providencias na casa da Estrada da Adutora Rio Claro, número 22, Bairro – Taiaçupeba, conforme anexo a peça inaugural.",ATENDIMENTO,Zoonoses - SMS
"solicito a visita técnica e as devidas providencias na casa da Estrada do Mombuca, número 14, Bairro – Taiaçupeba, conforme anexo a peça inaugural.",ATENDIMENTO,Zoonoses - SMS
"solicito nformações sobre os procedimentos adotados pelos orgãos municipais voltados ao bem-estar animal a mesma afirma que abriu vários pedidos para verificação de denúncias de possíveis situação de maus-tratos à animais e os mesmos se encontram com status de concluído, conforme ofício anexo à peça inaugural.",ATENDIMENTO,Zoonoses - SMS
"solicito os serviços de limpeza e conservação na praça Sergio Piccolomini situada na Avenida Maria Ozorio do Valle, altura do número 540, Bairro – Alto Ipiranga.",SERVIÇO,Limpeza Pública - SMSUZ
"solicito o serviço de poda de árvores situadas na Praça Sergio Piccolomini, situada na Avenida Maria Ozorio do Valle, altura do número 540, Bairro – Alto Ipiranga.",SERVIÇO,Poda de Árvore - SMAPA
"solciito a realização de vistoria técnica no estabelecimento situado na Rua José Oswaldo Jardim de Azeredo, número 160, Bairro – Vila Malchizedec, para ver se o mesmo possui alvará de funcionamento.",VISTORIA,Manutenção em Terreno particular - SMSEG
"solicito colocação de braços de luminárias nos postes situados na Rua Padre Albino Bareta, Bairro – Parque das Varinhas.",SERVIÇO,Manutenção Iluminação Pública - SMSUZ
"solicito a implantação de sarjetas para o escoamento de água de chuva, na Rua João Cardoso dos Santos, Bairro – Vila Industrial.",SERVIÇO,Manutenção Guias/Sarjetas - SMSUZ
"solicito o transporte para evento religioso em Areias – São Paulo, a se realizar no dia 09 de agosto com saída prevista para as 13h e retorno às 23h.",EVENTO,Serviços Educação - SME
"solicito a implantação de placa e ponto com cobertura e banco na Avenida Francisco Ferreira Lopes, em frente ao número 4412, Bairro – Vila Jundiai.",IMPLANTAÇÃO,Implantação de Abrigo de ônibus - SMMT
"solicito a recolocação de ponto e abrigo de ônibus atualmente situado na Rua Coronel Souza Franco, número 1313 – Centro.",IMPLANTAÇÃO,Implantação de Abrigo de ônibus - SMMT
"solicito a implantação de boca de lobo na Rua Lourenço Della Nina, em frente ao número 1630, Bairro – Jundiapeba.",IMPLANTAÇÃO,Implantação de Boca de lobo - SMSUZ
"solicito a revitalização das sinalizações de solo e placas de trânsito na Estrada Fujitaro Nagao, Bairro – Cocuera.",SERVIÇO,Manutenção Sinalização viária - SMMT
"solicito a autorização para o uso do Parque Centenário, para a realização do evento da Ótica Be Mogi LTDA, a se realizar no dia 21 de setembro das 10h às 16h.",EVENTO,Uso de Praça - SMMT
"solicito a autorização para o uso do Parque Centenário, para a realização do evento da Ótica Be Mogi LTDA, a se realizar no dia 21 de setembro das 10h às 16h.",EVENTO,Serviços Evento - SMEL
"solicito a autorização para o uso do Parque da Cidade, para a realização do evento da Ótica Be Mogi LTDA, a se realizar no dia 14 de setembro das 10h às 16h",EVENTO,Uso de Praça - SMMT
"solicito a autorização para o uso do Parque da Cidade, para a realização do evento da Ótica Be Mogi LTDA, a se realizar no dia 14 de setembro das 10h às 16h.",EVENTO,Serviços Evento - SMEL
"solicito a implantação de um semáforo na Rua Francisco Rodrigues Passos, altura do número 296, Bairro – Alto Ipiranga.",IMPLANTAÇÃO,Implantação de Sinalização viária - SMMT
"solicito s estudos para a instalação de feira livre na Rua Três, do número 78 até a travessa da Rua Edson de Oliveira Reis, Bairro – Conjunto Jefferson, todas as quartas feiras entre as 17h às 21h.",ATENDIMENTO,Outros
"solicito a autorização para o uso do Largo do Rosário, para a realização do Evento Ótica Be Mogi LTDA, a se realizar no dia 27 de setembro, das 10h às 16h.",EVENTO,Uso de Praça - SMMT
